id,created,recaptcha_score,salarymx,salaryusd,extramx,extrausd,variation,english_num,english_label,age,experience,seniority,country,city,profile,edutype,orgtype,emptype,remote,gender,education,act_dba,act_req,act_arq,act_bi,act_cap,act_dsc,act_spi,act_cons,act_dir,act_doc,act_techwrite,act_devops,act_erp,act_deng,act_techsales,act_prog,act_front,act_pm,act_infosec,act_soporte,act_test,act_uxd,act_ventas,lang_bash,lang_csharp,lang_clang,lang_cobol,lang_dart,lang_delphi,lang_elixir,lang_assm,lang_go,lang_groovy,lang_java,lang_js,lang_kotlin,lang_objc,lang_perl,lang_php,lang_plsql,lang_python,lang_rlang,lang_ruby,lang_rust,lang_scala,lang_swift,lang_vbnet,front_angular,front_phonegap,front_electron,front_flutter,front_ionic,front_ntscript,front_qt,front_react,front_unity,front_vue,front_xamarin,db_dynamo,db_cosmos,db_cassandra,db_elastic,db_firebasert,db_firestore,db_DB2,db_sqlserver,db_mongoDB,db_mysql,db_neo4j,db_oracle,db_pgsql,db_redis,db_sap,dsc_alteryx,dsc_azureml,dsc_dataiku,dsc_domino,dsc_h2o,dsc_watson,dsc_knime,dsc_rapidminer,dsc_sas,dsc_tf,infra_ansible,infra_chef,infra_docker,infra_k8s,infra_oshift,infra_ostack,infra_puppet,infra_terraform,infra_vmware,cert_agile,cert_android,cert_awsdev,cert_awsarch,cert_ba,cert_cisco,cert_cobit,cert_entarch,cert_cgeit,cert_gcloudarch,cert_gdata,cert_gweb,cert_itilint,cert_itilpra,cert_java,cert_linux,cert_msass,cert_msexp,cert_oracle,cert_pmp,cert_sap,cert_scrum,cert_infosec,cert_sixsigma,cert_testing2,cert_testing1,ben_equity,ben_car,ben_family,ben_edu,ben_bonus,ben_housing,ben_parking,ben_gas,ben_gym,ben_flexhours,ben_homeoffice,ben_loan,ben_healthmajor,ben_healthminor,ben_lifeins,ben_cafeteria,ben_cellphone,ben_vouchers
288,2019-12-26 19:39:06.407556,,50000,2632,20000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),38,15,2,México,Monterrey,godin,trabajo,itservices,nomina,Y,mujer,universidad,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,,,Y
289,2019-12-26 19:39:06.758563,,112000,5895,0,0,7,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),28,9,6,México,Pachuca,independiente,escuela,freelance,freelance,Y,hombre,tecnica,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,
290,2019-12-26 19:39:40.201969,,37500,1974,18750,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),35,13,10,México,Querétaro,godin,escuela,itservices,hibrido,N,hombre,universidad,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,Y,,Y,,Y,
291,2019-12-26 19:40:15.302335,,30000,1579,60000,0,5,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),27,7,4,México,Querétaro,godin,autodidacta,corp,nomina,N,hombre,pasante,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,
292,2019-12-26 19:40:16.68801,,19700,1037,236000,0,50,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),25,1,1,México,CDMX,godin,trabajo,itservices,nomina,N,mujer,pasante,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y
293,2019-12-26 19:40:25.744072,,155000,8158,0,0,200,5,Nativo o bilingue (ILR 5),28,5,2,México,Querétaro,godin,autodidacta,itservices,nomina,Y,hombre,universidad,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,Y,,,,,,,Y
294,2019-12-26 19:40:48.755499,,31200,1642,90000,0,30,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),26,2,1,México,Monterrey,godin,escuela,corp,nomina,N,hombre,maestria,,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,Y,Y,,,Y
295,2019-12-26 19:41:00.064536,,14000,737,5500,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),23,3,2,México,CDMX,godin,escuela,itservices,nomina,N,hombre,universidad,,,Y,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,
296,2019-12-26 19:41:04.615132,,60000,3158,50000,0,500,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),41,18,1,México,CDMX,godin,escuela,startup,nomina,N,hombre,maestria,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,
297,2019-12-26 19:41:10.451038,,80000,4211,1000000,0,10,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),25,5,3,México,Colima,godin,autodidacta,itservices,freelance,Y,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,Y,,,
298,2019-12-26 19:41:33.419555,,22000,1158,10000,0,50,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),34,8,2,México,Monterrey,godin,escuela,itservices,hibrido,N,hombre,universidad,Y,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,,,,Y,,,
299,2019-12-26 19:41:41.737245,,3000,158,400000,0,10,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),37,19,2,México,Monterrey,godin,escuela,itservices,nomina,N,hombre,pasante,,,,,,,,Y,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y
300,2019-12-26 19:41:45.892675,,80000,4211,0,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),31,9,8,México,Colima,godin,escuela,itservices,nomina,Y,hombre,universidad,,,Y,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y
301,2019-12-26 19:41:51.32209,,44000,2316,25000,0,5,5,Nativo o bilingue (ILR 5),34,14,10,México,Hermosillo,godin,escuela,itservices,nomina,Y,mujer,posgrado,,,,,,,,,Y,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,Y,Y,Y,Y,,Y,,Y,Y
302,2019-12-26 19:41:53.703933,,36000,1895,25000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),41,14,1,México,Querétaro,godin,trabajo,startup,hibrido,N,mujer,maestria,,Y,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,,
303,2019-12-26 19:41:57.894436,,44000,2316,0,0,15,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),26,9,4,México,CDMX,godin,autodidacta,itservices,nomina,Y,mujer,prepa,,Y,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,,Y,Y,Y,Y,Y,Y,,,Y
304,2019-12-26 19:42:05.716889,,48500,2553,25000,0,5,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),36,17,2,México,Aguascalientes,godin,trabajo,itservices,hibrido,Y,mujer,universidad,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,Y,Y,,,
305,2019-12-26 19:42:37.937888,,11500,605,4500,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),35,1,1,México,Colima,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,Y
306,2019-12-26 19:42:43.701396,,38000,2000,40000,0,2,1,Elemental: Sé lo básico para sobrevivir (ILR 1),53,30,2,México,cdmx,godin,escuela,itservices,nomina,N,hombre,universidad,,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,Y,,Y,,Y,
307,2019-12-26 19:43:08.544376,,120000,6316,0,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),29,11,1,México,Puebla,independiente,autodidacta,startup,honorarios,Y,hombre,prepa,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,Y,,,,,
308,2019-12-26 19:43:18.712274,,30000,1579,9989,0,20,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),36,0,0,México,CDMX,godin,escuela,itservices,nomina,N,hombre,universidad,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,Y,,,
309,2019-12-26 19:43:45.680232,,80000,4211,40000,0,0,5,Nativo o bilingue (ILR 5),55,34,3,México,CDMX,directivo,escuela,itservices,hibrido,N,hombre,posgrado,,,,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,Y,,,
310,2019-12-26 19:43:49.12988,,39999,2105,40000,0,50,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),29,5,4,México,cdmx,godin,escuela,isv,hibrido,Y,hombre,universidad,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,Y,,,
311,2019-12-26 19:43:53.235918,,32000,1684,42000,0,200,1,Elemental: Sé lo básico para sobrevivir (ILR 1),28,3,1,México,Monterrey,godin,escuela,corp,nomina,N,hombre,universidad,,Y,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,Y,Y,,,Y
312,2019-12-26 19:43:58.898979,,10000,526,5000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),28,5,3,México,CDMX,godin,escuela,itservices,nomina,N,mujer,pasante,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,
313,2019-12-26 19:43:59.814421,,50000,2632,200000,0,10,5,Nativo o bilingue (ILR 5),38,13,2,México,Tijuana,godin,escuela,isv,nomina,N,hombre,maestria,,,,,,,Y,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,Y,,,Y,,Y,Y,,,,,Y,,,,,Y
314,2019-12-26 19:44:13.390836,,0,8600,0,500,1,5,Nativo o bilingue (ILR 5),30,7,4,Estados Unidos,Mechanicsburg,godin,escuela,itservices,nomina,N,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,
315,2019-12-26 19:44:25.121904,,60000,3158,120000,0,30,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),26,4,2,México,Hermosillo,godin,autodidacta,itservices,nomina,Y,hombre,pasante,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,,Y,,,Y
316,2019-12-26 19:44:33.022315,,28000,1474,5800,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),28,3,1,México,CDMX,godin,escuela,itservices,hibrido,N,hombre,pasante,,Y,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,Y,Y,,,
317,2019-12-26 19:44:35.125249,,24000,1263,30000,0,0,5,Nativo o bilingue (ILR 5),25,2,1,México,Colima,godin,escuela,itservices,nomina,Y,hombre,universidad,,Y,,,,,,,,,Y,,,,,Y,,,,,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,Y,,,,,Y
318,2019-12-26 19:44:36.281327,,18000,947,3000,0,20,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),28,5,3,México,Cancún,godin,escuela,isv,nomina,N,hombre,universidad,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,
319,2019-12-26 19:44:47.512939,,35000,1842,15000,0,50,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),33,10,1,México,Cancún,godin,trabajo,corp,hibrido,N,mujer,universidad,Y,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,
320,2019-12-26 19:44:52.261933,,45000,2368,22500,0,10,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),31,9,3,México,CDMX,godin,escuela,itservices,hibrido,N,hombre,pasante,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,Y,,,,
321,2019-12-26 19:44:57.890484,,8500,447,112000,0,1,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),34,5,4,México,SAN LUIS POTOSÍ,godin,escuela,corp,nomina,N,hombre,universidad,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,Y,,Y,,,
322,2019-12-26 19:45:12.214572,,36000,1895,474800,0,40,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),26,4,1,México,Monterrey,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,Y
323,2019-12-26 19:45:39.656919,,0,1500,0,1000,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),22,0,0,España,Granada,godin,escuela,isv,nomina,Y,hombre,pasante,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,
324,2019-12-26 19:45:58.338547,,0,3000,0,4500,30,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),40,19,2,Colombia,Bogotá,godin,escuela,isv,nomina,N,hombre,universidad,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,,,,,,
325,2019-12-26 19:46:28.007884,,42000,2211,19000,0,5,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),37,12,2,México,Colima,godin,trabajo,itservices,nomina,Y,hombre,universidad,,Y,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y
326,2019-12-26 19:46:47.492119,,90000,4737,0,0,0,5,Nativo o bilingue (ILR 5),37,10,5,México,cuernavaca,independiente,escuela,freelance,freelance,Y,hombre,universidad,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,
327,2019-12-26 19:47:02.010078,0.9,25000,1316,25000,0,20,1,Elemental: Sé lo básico para sobrevivir (ILR 1),27,3,2,México,Cdmx,estudiante,escuela,itservices,nomina,N,hombre,pasante,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,2019-12-26 19:47:05.602683,,32000,1684,16000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),45,15,4,México,CDMX,godin,trabajo,isv,honorarios,N,hombre,universidad,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,2019-12-26 19:47:47.613542,,21500,1132,0,0,45,1,Elemental: Sé lo básico para sobrevivir (ILR 1),28,5,1,México,Querétaro,godin,escuela,gobierno,honorarios,N,hombre,pasante,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
330,2019-12-26 19:47:54.36248,,135000,7105,650000,0,50,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),32,11,1,México,CDMX,godin,autodidacta,isv,nomina,Y,hombre,pasante,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,Y,,,,,,,,,,Y,Y,,,Y,,Y,,,Y,Y,,Y,Y,Y,,Y,Y
331,2019-12-26 19:48:08.098397,,26000,1368,0,0,20,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),27,5,2,México,Hermosillo,godin,escuela,isv,nomina,N,hombre,universidad,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,Y,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,,,
332,2019-12-26 19:48:20.324866,,50000,2632,35000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),37,15,3,México,Mérida,godin,escuela,corp,hibrido,N,hombre,maestria,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
333,2019-12-26 19:48:25.973265,,80000,4211,2000000,0,-35,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),46,22,12,México,CDMX,emprendedor,escuela,itservices,emprendedor,N,hombre,maestria,,,,,,,,,,,,,,,Y,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,Y,Y,,,,Y,,,,,,,Y,,,,,,Y,,Y,Y,,Y,,Y,,Y,Y
334,2019-12-26 19:48:26.814133,,35000,1842,17000,0,3,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),27,2,1,México,Guadalajara,godin,cursos,isv,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,,
335,2019-12-26 19:48:31.793496,,18800,989,0,0,2,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),36,12,12,México,Ciudad Obregón,godin,escuela,gobierno,nomina,N,hombre,maestria,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,Y,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,
336,2019-12-26 19:48:33.796922,,20000,1053,260000,0,10,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),45,15,7,México,León,godin,cursos,uni,nomina,N,hombre,universidad,,,,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,Y,,,,,,,,Y,,,,,Y,,Y,Y,,Y,,,Y
337,2019-12-26 19:48:52.701516,,51000,2684,4500,0,4,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),41,20,7,México,Querétaro,godin,trabajo,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,,Y
